# Updated on: July 06 2021
# NOTE: short arm = nt 10000-125184587; long arm = nt 143184588-248946422 
gene_num,gene,chr,start,end,arm,type,strand,range_start,range_end,overlap
787,ERICH3,1,74568113,74674343,short,gene,minus,74544429,74705469,
788,CRYZ,1,74705470,74733115,short,gene,minus,74674344,74733151,
789,TYW3,1,74733152,74766677,short,gene,plus,74733116,75128433,
790,LHX8,1,75128434,75199454,short,gene,plus,74766678,75202128,
791,SLC44A5,1,75202129,75724261,short,gene,minus,75199455,75724708,
792,ACADM,1,75724709,75763679,short,gene,plus,75724262,75786193,
793,RABGGTB,1,75786194,75795090,short,gene,plus,75763680,75796881,
794,MSH4,1,75796882,75913242,short,gene,plus,75795091,75918872,
795,ASB17,1,75918873,75937625,short,gene,minus,75913243,76074733,
796,ST6GALNAC3,1,76074734,76637339,short,gene,plus,75937626,76867448,
797,ST6GALNAC5,1,76867449,77069167,short,gene,plus,76637340,77088988,
798,PIGK,1,77088989,77219430,short,gene,minus,77069168,77281907,
799,AK5,1,77281908,77559966,short,gene,plus,77219431,77561525,
800,ZZZ3,1,77561526,77683440,short,gene,minus,77559967,77695986,
801,USP33,1,77695987,77759852,short,gene,minus,77683441,77779648,
802,MIGA1,1,77779649,77879540,short,gene,plus,77759853,77888527,
803,NEXN,1,77888528,77948643,short,gene,plus,77879541,77979174,True
804,FUBP1,1,77944055,77979435,short,gene,minus,77879541,78044969,True
805,DNAJB4,1,77979175,78017964,short,gene,plus,77948644,78044969,True
806,GIPC2,1,78044970,78138444,short,gene,plus,78017965,78490973,
807,PTGFR,1,78490974,78540701,short,gene,plus,78138445,78620411,
808,IFI44L,1,78620412,78646145,short,gene,plus,78540702,78648942,
809,IFI44,1,78648943,78664078,short,gene,plus,78646146,78889763,
810,ADGRL4,1,78889764,79006730,short,gene,minus,78664079,81306103,
811,ADGRL2,1,81306104,81993932,short,gene,plus,79006731,83865020,
812,TTLL7,1,83865021,83999141,short,gene,minus,81993933,84078078,
813,PRKACB,1,84078079,84238498,short,gene,plus,83999142,84298537,
814,SAMD13,1,84298538,84350798,short,gene,plus,84238499,84398483,
815,DNASE2B,1,84398484,84415895,short,gene,plus,84350799,84479265,
816,RPF1,1,84479266,84498352,short,gene,plus,84415896,84506300,True
817,GNG5,1,84498325,84506581,short,gene,minus,84415896,84549610,True
818,SPATA1,1,84506301,84556495,short,gene,plus,84498353,84643705,True
819,CTBS,1,84549611,84574440,short,gene,minus,84506582,84643705,True
820,SSX2IP,1,84643706,84690757,short,gene,minus,84574441,84811600,
821,LPAR3,1,84811601,84893206,short,gene,minus,84690758,84925582,
822,MCOLN2,1,84925583,84997113,short,gene,minus,84893207,85018081,
823,MCOLN3,1,85018082,85048902,short,gene,minus,84997114,85062326,
824,DNAI3,1,85062327,85133138,short,gene,plus,85048903,85156380,
825,SYDE2,1,85156381,85201725,short,gene,minus,85133139,85249952,
826,C1orf52,1,85249953,85259677,short,gene,minus,85201726,85265775,
827,BCL10,1,85265776,85276632,short,gene,minus,85259678,85318484,
828,DDAH1,1,85318485,85578274,short,gene,minus,85276633,85580760,
829,CCN1,1,85580761,85583950,short,gene,plus,85578275,85649416,
830,ZNHIT6,1,85649417,85708458,short,gene,minus,85583951,85728506,
831,COL24A1,1,85728507,86156987,short,gene,minus,85708459,86346836,
832,ODF2L,1,86346837,86396323,short,gene,minus,86156988,86424143,
833,CLCA2,1,86424144,86456553,short,gene,plus,86396324,86468926,
834,CLCA1,1,86468927,86500259,short,gene,plus,86456554,86547077,
835,CLCA4,1,86547078,86580758,short,gene,plus,86500260,86704569,
836,SH3GLB1,1,86704570,86748184,short,gene,plus,86580759,86862444,
837,SELENOF,1,86862445,86914577,short,gene,minus,86748185,86914634,
838,HS2ST1,1,86914635,87109982,short,gene,plus,86914578,87328879,
839,LMO4,1,87328880,87348923,short,gene,plus,87109983,88684238,
840,PKN2,1,88684239,88836255,short,gene,plus,87348924,88852632,
841,GTF2B,1,88852633,88891944,short,gene,minus,88836256,88921043,
842,KYAT3,1,88921044,88992960,short,gene,minus,88891945,89006676,True
843,RBMXL1,1,88979456,88992629,short,gene,minus,88891945,89006676,True
844,GBP3,1,89006677,89022870,short,gene,minus,88992961,89052318,
845,GBP1,1,89052319,89065208,short,gene,minus,89022871,89106131,
846,GBP2,1,89106132,89126114,short,gene,minus,89065209,89131741,
847,GBP7,1,89131742,89176003,short,gene,minus,89126115,89181143,
848,GBP4,1,89181144,89198942,short,gene,minus,89176004,89256188,
849,GBP5,1,89256189,89272860,short,gene,minus,89198943,89364058,
850,GBP6,1,89364059,89388160,short,gene,plus,89272861,89522625,
851,LRRC8B,1,89522626,89597861,short,gene,plus,89388161,89615809,
852,LRRC8C,1,89615810,89719533,short,gene,plus,89597862,89821013,
853,LRRC8D,1,89821014,89936611,short,gene,plus,89719534,89995099,
854,ZNF326,1,89995100,90035533,short,gene,plus,89936612,90711538,
855,BARHL2,1,90711539,90717302,short,gene,minus,90035534,90915303,
856,ZNF644,1,90915304,91022267,short,gene,minus,90717303,91260765,
857,HFM1,1,91260766,91408008,short,gene,minus,91022268,91498967,
858,CDC7,1,91498968,91525764,short,gene,plus,91408009,91680342,
859,TGFBR3,1,91680343,91906002,short,gene,minus,91525765,91949370,
860,BRDT,1,91949371,92014428,short,gene,plus,91906003,92029984,
861,EPHX4,1,92029985,92063538,short,gene,plus,92014429,92074435,
862,SETSIP,1,92074436,92075472,short,gene,minus,92063539,92080344,
863,BTBD8,1,92080345,92188509,short,gene,plus,92075473,92217914,
864,C1orf146,1,92217915,92245813,short,gene,plus,92188510,92299049,True
865,GLMN,1,92245786,92441936,short,gene,minus,92188510,92473042,True
866,RPAP2,1,92299050,92402056,short,gene,plus,92245814,92473042,True
867,GFI1,1,92473043,92486925,short,gene,minus,92441937,92508695,
868,EVI5,1,92508696,92792413,short,gene,minus,92486926,92831985,
869,RPL5,1,92831986,92841924,short,gene,plus,92792414,93079282,True
870,DIPK1A,1,92832729,92961462,short,gene,minus,92792414,93079282,True
871,MTF2,1,93079283,93139076,short,gene,plus,92961463,93149741,
872,TMED5,1,93149742,93180413,short,gene,minus,93139077,93345906,True
873,CCDC18,1,93179802,93279037,short,gene,plus,93139077,93345906,True
874,DR1,1,93345907,93369493,short,gene,plus,93279038,93448066,
875,FNBP1L,1,93448067,93569671,short,gene,plus,93369494,93866283,True
876,BCAR3,1,93561741,93847219,short,gene,minus,93369494,93866283,True
877,DNTTIP2,1,93866284,93879206,short,gene,minus,93847220,93885198,
878,GCLM,1,93885199,93910370,short,gene,minus,93879207,93992833,
879,ABCA4,1,93992834,94121148,short,gene,minus,93910371,94168904,
880,ARHGAP29,1,94168905,94275068,short,gene,minus,94121149,94418085,
881,ABCD3,1,94418086,94518663,short,gene,plus,94275069,94529172,
882,F3,1,94529173,94541759,short,gene,minus,94518664,94820350,
883,SLC44A3,1,94820351,94895247,short,gene,plus,94541760,94896956,
884,CNN3,1,94896957,94927110,short,gene,minus,94895248,94974404,
885,ALG14,1,94974405,95072974,short,gene,minus,94927111,95092516,
886,TLCD4,1,95092517,95197607,short,gene,plus,95072975,95234154,True
887,TLCD4-RWDD3,1,95117923,95244955,short,gene,plus,95072975,96721765,True
888,RWDD3,1,95234155,95247225,short,gene,plus,95197608,96721765,True
889,PTBP2,1,96721766,96823739,short,gene,plus,95247226,97077742,
890,DPYD,1,97077743,97921059,short,gene,minus,96823740,98661283,
891,SNX7,1,98661284,98760500,short,gene,plus,97921060,98890244,
892,PLPPR5,1,98890245,99006130,short,gene,minus,98760501,99262955,
893,PLPPR4,1,99262956,99309584,short,gene,plus,99006131,99646112,
894,PALMD,1,99646113,99694535,short,gene,plus,99309585,99703969,
895,FRRS1,1,99703970,99766635,short,gene,minus,99694536,99850076,
896,AGL,1,99850077,99924023,short,gene,plus,99766636,99968400,
897,SLC35A3,1,99968401,100035634,short,gene,plus,99924024,100038077,
898,MFSD14A,1,100038078,100083377,short,gene,plus,100035635,100133131,True
899,SASS6,1,100082632,100132930,short,gene,minus,100035635,100133131,True
900,TRMT13,1,100133132,100150496,short,gene,plus,100132931,100186918,True
901,LRRC39,1,100148448,100178256,short,gene,minus,100132931,100186918,True
902,DBT,1,100186919,100249864,short,gene,minus,100178257,100266186,
903,RTCA,1,100266187,100292769,short,gene,plus,100249865,100345000,
904,CDC14A,1,100345001,100520277,short,gene,plus,100292770,100538138,
905,GPR88,1,100538139,100542021,short,gene,plus,100520278,100719741,
906,VCAM1,1,100719742,100739045,short,gene,plus,100542022,100872371,
907,EXTL2,1,100872372,100895411,short,gene,minus,100739046,100896089,
908,SLC30A7,1,100896090,100996913,short,gene,plus,100895412,101236898,True
909,DPH5,1,100975218,101025806,short,gene,minus,100895412,101236898,True
910,S1PR1,1,101236899,101241518,short,gene,plus,101025807,101800027,
911,OLFM3,1,101800028,101996926,short,gene,minus,101241519,102876472,
912,COL11A1,1,102876473,103108580,short,gene,minus,101996927,103525698,
913,RNPC3,1,103525699,103555239,short,gene,plus,103108581,103617426,True
914,AMY2B,1,103554644,103579534,short,gene,plus,103108581,103617426,True
915,AMY2A,1,103617427,103625780,short,gene,plus,103579535,103655518,
916,AMY1A,1,103655519,103664554,short,gene,plus,103625781,103687414,
917,AMY1B,1,103687415,103696453,short,gene,minus,103664555,103745429,
918,AMY1C,1,103745430,103758692,short,gene,plus,103696454,107056673,
919,PRMT6,1,107056674,107059294,short,gene,plus,103758693,107140016,
920,NTNG1,1,107140017,107484923,short,gene,plus,107059295,107571160,
921,VAV3,1,107571161,107965180,short,gene,minus,107484924,108134042,
922,SLC25A24,1,108134043,108200343,short,gene,minus,107965181,108222463,
923,NBPF4,1,108222464,108244076,short,gene,minus,108200344,108421495,
924,NBPF6,1,108421496,108471920,short,gene,plus,108244077,108560099,
925,FAM102B,1,108560100,108639322,short,gene,plus,108471921,108648294,
926,HENMT1,1,108648295,108661474,short,gene,minus,108639323,108692309,
927,PRPF38B,1,108692310,108702928,short,gene,plus,108661475,108712907,
928,FNDC7,1,108712908,108742749,short,gene,plus,108702929,108746673,
929,STXBP3,1,108746674,108809523,short,gene,plus,108742750,108815900,
930,AKNAD1,1,108815901,108858244,short,gene,minus,108809524,108875349,
931,GPSM2,1,108875350,108934545,short,gene,plus,108858245,108970210,True
932,CLCC1,1,108929505,108963484,short,gene,minus,108858245,108970210,True
933,WDR47,1,108970211,109042113,short,gene,minus,108963485,109064139,
934,TAF13,1,109064140,109076003,short,gene,minus,109042114,109090763,
935,TMEM167B,1,109090764,109096934,short,gene,plus,109076004,109105950,
936,C1orf194,1,109105951,109113831,short,gene,minus,109096935,109114105,
937,ELAPOR1,1,109114106,109206781,short,gene,plus,109113832,109213892,
938,SARS1,1,109213893,109238182,short,gene,plus,109206782,109249538,
939,CELSR2,1,109249539,109275751,short,gene,plus,109238183,109279555,
940,PSRC1,1,109279556,109283172,short,gene,minus,109275752,109292364,
941,MYBPHL,1,109292365,109309394,short,gene,minus,109283173,109309574,
942,SORT1,1,109309575,109397940,short,gene,minus,109309395,109399041,
943,PSMA5,1,109399042,109426448,short,gene,minus,109397941,109466477,
944,SYPL2,1,109466478,109482142,short,gene,plus,109426449,109483904,
945,ATXN7L2,1,109483905,109492804,short,gene,plus,109482143,109493605,
946,CYB561D1,1,109493606,109500441,short,gene,plus,109492805,109504177,
947,AMIGO1,1,109504178,109509742,short,gene,minus,109500442,109539871,
948,GPR61,1,109539872,109547260,short,gene,plus,109509743,109548614,
949,GNAI3,1,109548615,109600195,short,gene,plus,109547261,109603090,
950,GNAT2,1,109603091,109619616,short,gene,minus,109600196,109619836,
951,AMPD2,1,109619837,109632055,short,gene,plus,109619617,109656075,
952,GSTM4,1,109656076,109665497,short,gene,plus,109632056,109668056,
953,GSTM2,1,109668057,109683997,short,gene,plus,109665498,109687816,
954,GSTM1,1,109687817,109693745,short,gene,plus,109683998,109711750,
955,GSTM5,1,109711751,109718268,short,gene,plus,109693746,109733936,
956,GSTM3,1,109733937,109741038,short,gene,minus,109718269,109750079,
957,EPS8L3,1,109750080,109763976,short,gene,minus,109741039,109910505,
958,CSF1,1,109910506,109930992,short,gene,plus,109763977,109984764,
959,AHCYL1,1,109984765,110023742,short,gene,plus,109930993,110031576,
960,STRIP1,1,110031577,110054641,short,gene,plus,110023743,110059869,
961,ALX3,1,110059870,110070672,short,gene,minus,110054642,110112442,
962,UBL4B,1,110112443,110113947,short,gene,plus,110070673,110150493,
963,SLC6A17,1,110150494,110202202,short,gene,plus,110113948,110210313,
964,KCNC4,1,110210314,110282649,short,gene,plus,110202203,110339376,
965,RBM15,1,110339377,110346677,short,gene,plus,110282650,110362855,
966,SLC16A4,1,110362856,110391971,short,gene,minus,110346678,110401252,
967,LAMTOR5,1,110401253,110407924,short,gene,minus,110391972,110451148,
968,PROK1,1,110451149,110457358,short,gene,plus,110407925,110517216,
969,KCNA10,1,110517217,110519175,short,gene,minus,110457359,110593579,
970,KCNA2,1,110593580,110631536,short,gene,minus,110519176,110653559,
971,KCNA3,1,110653560,110674940,short,gene,minus,110631537,110871166,
972,CD53,1,110871167,110899928,short,gene,plus,110674941,111117162,True
973,LRIF1,1,110877252,110963962,short,gene,minus,110674941,111117162,True
974,DRAM2,1,111117163,111140216,short,gene,minus,110963963,111185968,True
975,CEPT1,1,111139436,111185104,short,gene,plus,110963963,111185968,True
976,DENND2D,1,111185969,111204791,short,gene,minus,111185105,111227079,
977,CHI3L2,1,111227080,111243440,short,gene,plus,111204792,111290850,
978,CHIA,1,111290851,111320566,short,gene,plus,111243441,111324662,
979,PIFO,1,111324663,111353017,short,gene,plus,111320567,111414318,
980,OVGP1,1,111414319,111427735,short,gene,minus,111353018,111439889,
981,WDR77,1,111439890,111449256,short,gene,minus,111427736,111449463,
982,ATP5PB,1,111449464,111462773,short,gene,plus,111449257,111483347,True
983,C1orf162,1,111462027,111478512,short,gene,plus,111449257,111483347,True
984,TMIGD3,1,111483348,111563962,short,gene,minus,111478513,111722063,True
985,ADORA3,1,111499429,111503633,short,gene,minus,111478513,111542008,True
986,RAP1A,1,111542009,111716691,short,gene,plus,111503634,111722063,True
987,INKA2,1,111722064,111755797,short,gene,minus,111716692,111755900,
988,DDX20,1,111755901,111768000,short,gene,plus,111755798,111770661,
989,KCND3,1,111770662,111989668,short,gene,minus,111768001,112391084,
990,CTTNBP2NL,1,112391085,112461164,short,gene,plus,111989669,112466540,
991,WNT2B,1,112466541,112530165,short,gene,plus,112461165,112619774,True
992,ST7L,1,112517444,112619881,short,gene,minus,112461165,112674426,True
993,CAPZA1,1,112619775,112671616,short,gene,plus,112530166,112674426,True
994,MOV10,1,112674427,112702377,short,gene,plus,112671617,112709997,True
995,RHOC,1,112701131,112707408,short,gene,minus,112671617,112709997,True
996,PPM1J,1,112709998,112715332,short,gene,minus,112707409,112718904,
997,TAFA3,1,112718905,112727235,short,gene,plus,112715333,112911846,
998,SLC16A1,1,112911847,112956196,short,gene,minus,112727236,113073169,
999,LRIG2,1,113073170,113132260,short,gene,plus,112956197,113390473,
1000,MAGI3,1,113390474,113685923,short,gene,plus,113132261,113696830,
1001,PHTF1,1,113696831,113759888,short,gene,minus,113685924,113761831,
1002,RSBN1,1,113761832,113812537,short,gene,minus,113759889,113813810,
1003,PTPN22,1,113813811,113871761,short,gene,minus,113812538,113876815,
1004,BCL2L15,1,113876816,113887581,short,gene,minus,113871762,113894193,
1005,AP4B1,1,113894194,113905067,short,gene,minus,113887582,113929323,True
1006,DCLRE1B,1,113904619,113914086,short,gene,plus,113887582,113929323,True
1007,HIPK1,1,113929324,113977869,short,gene,plus,113914087,113979473,
1008,OLFML3,1,113979474,113982254,short,gene,plus,113977870,114089291,
1009,SYT6,1,114089292,114153869,short,gene,minus,113982255,114392786,
1010,TRIM33,1,114392787,114511203,short,gene,minus,114153870,114567556,
1011,BCAS2,1,114567557,114581615,short,gene,minus,114511204,114582849,
1012,DENND2C,1,114582850,114670049,short,gene,minus,114581616,114673097,
1013,AMPD1,1,114673098,114695546,short,gene,minus,114670050,114704468,
1014,NRAS,1,114704469,114716771,short,gene,minus,114695547,114716915,
1015,CSDE1,1,114716916,114757984,short,gene,minus,114716772,114769478,
1016,SIKE1,1,114769479,114780685,short,gene,minus,114757985,114854267,
1017,SYCP1,1,114854268,114995370,short,gene,plus,114780686,115029825,
1018,TSHB,1,115029826,115035935,short,gene,plus,114995371,115048010,
1019,TSPAN2,1,115048011,115089503,short,gene,minus,115035936,115285914,
1020,NGF,1,115285915,115338253,short,gene,minus,115089504,115641969,
1021,VANGL1,1,115641970,115698221,short,gene,plus,115338254,115700020,
1022,CASQ2,1,115700021,115768714,short,gene,minus,115698222,115830776,
1023,NHLH2,1,115830777,115841126,short,gene,minus,115768715,115976512,
1024,SLC22A15,1,115976513,116070054,short,gene,plus,115841127,116111398,
1025,MAB21L3,1,116111399,116138149,short,gene,plus,116070055,116372985,
1026,ATP1A1,1,116372986,116410259,short,gene,plus,116138150,116500389,
1027,CD58,1,116500390,116571037,short,gene,minus,116410260,116574397,
1028,IGSF3,1,116574398,116667755,short,gene,minus,116571038,116754429,
1029,CD2,1,116754430,116769229,short,gene,plus,116667756,116909915,
1030,PTGFRN,1,116909916,116990358,short,gene,plus,116769230,117060302,True
1031,CD101,1,116987997,117037481,short,gene,plus,116769230,117060302,True
1032,TTF2,1,117060303,117107453,short,gene,plus,117037482,117107710,
1033,TRIM45,1,117107711,117121789,short,gene,minus,117107454,117143586,
1034,VTCN1,1,117143587,117210985,short,gene,minus,117121790,117367392,
1035,MAN1A2,1,117367393,117528872,short,gene,plus,117210986,117606047,
1036,TENT5C,1,117606048,117628389,short,gene,plus,117528873,117863484,
1037,GDAP2,1,117863485,117929621,short,gene,minus,117628390,117929738,
1038,WDR3,1,117929739,117966543,short,gene,plus,117929622,118883045,True
1039,SPAG17,1,117953590,118185228,short,gene,minus,117929622,118883045,True
1040,TBX15,1,118883046,118989510,short,gene,minus,118185229,119031215,
1041,WARS2,1,119031216,119140788,short,gene,minus,118989511,119361912,
1042,HAO2,1,119361913,119394130,short,gene,plus,119140789,119414930,
1043,HSD3B2,1,119414931,119423034,short,gene,plus,119394131,119507202,
1044,HSD3B1,1,119507203,119515058,short,gene,plus,119423035,119619376,
1045,ZNF697,1,119619377,119648266,short,gene,minus,119515059,119711933,
1046,PHGDH,1,119711934,119744218,short,gene,plus,119648267,119747995,
1047,HMGCS2,1,119747996,119768932,short,gene,minus,119744219,119794016,
1048,REG4,1,119794017,119811460,short,gene,minus,119768933,119893532,
1049,ADAM30,1,119893533,119896515,short,gene,minus,119811461,119911552,
1050,NOTCH2,1,119911553,120069662,short,gene,minus,119896516,120150897,
1051,SEC22B,1,120150898,120176520,short,gene,minus,120069663,120415026,
1052,NBPF8,1,120415027,120469676,short,gene,plus,120176521,120805555,
1053,NBPF26,1,120805556,120842215,short,gene,plus,120469677,120889770,
1054,PPIAL4A,1,120889771,120890530,short,gene,plus,120842216,121167645,
1055,FAM72B,1,121167646,121184340,short,gene,minus,120890531,121184974,
1056,SRGAP2C,1,121184975,121392874,short,gene,plus,121184341,125184587,
1057,H3-2,1,143902386,143905977,long,gene,minus,143184588,143955286,
1058,FAM72C,1,143955287,143973564,long,gene,minus,143905978,144372874,
1059,PPIAL4E,1,144372875,144373634,long,gene,minus,143973565,144421389,
1060,NBPF15,1,144421390,144461669,long,gene,minus,144373635,144592892,
1061,PPIAL4F,1,144592893,144593652,long,gene,plus,144461670,144887190,
1062,SRGAP2B,1,144887191,145095380,long,gene,minus,144593653,145133551,True
1063,FAM72D,1,145093805,145112696,long,gene,plus,144593653,145133551,True
1064,LOC101929805,1,145133552,145149891,long,gene,plus,145112697,145241414,
1065,PPIAL4D,1,145241415,145242174,long,gene,minus,145149892,145289899,
1066,NBPF20,1,145289900,145405778,long,gene,minus,145242175,145607986,
1067,GPR89A,1,145607987,145670977,long,gene,plus,145405779,145719311,True
1068,PDZK1,1,145670852,145708201,long,gene,minus,145405779,145719311,True
1069,CD160,1,145719312,145739288,long,gene,plus,145708202,145823182,True
1070,RNF115,1,145738868,145824095,long,gene,minus,145708202,145844984,True
1071,POLR3C,1,145823183,145844402,long,gene,plus,145739289,145844984,True
1072,NUDT17,1,145844985,145848954,long,gene,plus,145844403,145866563,True
1073,PIAS3,1,145848522,145859081,long,gene,minus,145844403,145866563,True
1074,ANKRD35,1,145866564,145885866,long,gene,minus,145859082,145891207,
1075,ITGA10,1,145891208,145910050,long,gene,minus,145885867,145911347,
1076,PEX11B,1,145911348,145918717,long,gene,minus,145910051,145921555,
1077,RBM8A,1,145921556,145927484,long,gene,minus,145918718,145933422,
1078,LIX1L,1,145933423,145958038,long,gene,minus,145927485,145959036,
1079,POLR3GL,1,145959037,145978848,long,gene,plus,145958039,145992434,True
1080,ANKRD34A,1,145959441,145964575,long,gene,minus,145958039,145992434,True
1081,TXNIP,1,145992435,145996579,long,gene,minus,145978849,146017469,
1082,HJV,1,146017470,146021735,long,gene,minus,145996580,146064698,
1083,NBPF10,1,146064699,146144804,long,gene,minus,146021736,146151907,
1084,NOTCH2NLA,1,146151908,146229032,long,gene,minus,146144805,146344005,
1085,PPIAL4H,1,146344006,146344765,long,gene,minus,146229033,146938323,
1086,NBPF12,1,146938324,146996093,long,gene,plus,146344766,147155105,
1087,PRKAB2,1,147155106,147173366,long,gene,minus,146996094,147183962,True
1088,CHD1L,1,147172747,147295762,long,gene,plus,146996094,147541500,True
1089,FMO5,1,147183963,147225798,long,gene,minus,147173367,147541500,True
1090,BCL9,1,147541501,147626217,long,gene,plus,147295763,147756198,True
1091,ACP6,1,147626182,147670524,long,gene,minus,147295763,147756198,True
1092,GJA5,1,147756199,147781127,long,gene,minus,147670525,147902794,
1093,GJA8,1,147902795,147915287,long,gene,plus,147781128,147928419,
1094,GPR89B,1,147928420,147993592,long,gene,plus,147915288,148102150,
1095,NBPF11,1,148102151,148152281,long,gene,minus,147993593,148482547,
1096,PPIAL4G,1,148482548,148483302,long,gene,minus,148152282,148531384,
1097,NBPF14,1,148531385,148595717,long,gene,minus,148483303,148595854,
1098,NOTCH2NLB,1,148595855,148712499,long,gene,minus,148595718,148748773,
1099,NUDT4B,1,148748774,148752415,long,gene,plus,148712500,148808197,
1100,PDE4DIP,1,148808198,149051277,long,gene,plus,148752416,149052185,
1101,NBPF9,1,149052186,149103551,long,gene,minus,149051278,149390620,
1102,NOTCH2NLC,1,149390621,149471833,long,gene,plus,149103552,149475044,
1103,NBPF19,1,149475045,149556361,long,gene,plus,149471834,149583847,
1104,PPIAL4C,1,149583848,149584607,long,gene,plus,149556362,149782688,
1105,H2BC18,1,149782689,149812370,long,gene,minus,149584608,149813224,True
1106,FCGR1A,1,149782694,149800609,long,gene,plus,149584608,149813224,True
1107,H3C13,1,149813225,149813693,long,gene,minus,149812371,149832656,
1108,H4C14,1,149832657,149833052,long,gene,plus,149813694,149840686,
1109,H3C14,1,149840687,149841208,long,gene,minus,149833053,149842217,
1110,H2AC18,1,149842218,149842750,long,gene,minus,149841209,149851060,
1111,H2AC19,1,149851061,149851594,long,gene,plus,149842751,149852607,
1112,H3C15,1,149852608,149853125,long,gene,plus,149851595,149853261,
1113,H4C15,1,149853262,149861159,long,gene,minus,149853126,149884458,
1114,H2BC21,1,149884459,149886682,long,gene,minus,149861160,149886917,
1115,H2AC20,1,149886918,149887411,long,gene,plus,149886683,149887468,
1116,H2AC21,1,149887469,149887965,long,gene,minus,149887412,149899567,
1117,BOLA1,1,149899568,149900795,long,gene,plus,149887966,149903317,
1118,SV2A,1,149903318,149917844,long,gene,minus,149900796,149923316,
1119,SF3B4,1,149923317,149927803,long,gene,minus,149917845,149928650,
1120,MTMR11,1,149928651,149938329,long,gene,minus,149927804,150067278,True
1121,OTUD7B,1,149937812,150010776,long,gene,minus,149927804,150067278,True
1122,VPS45,1,150067279,150145329,long,gene,plus,150010777,150149564,
1123,PLEKHO1,1,150149565,150160065,long,gene,plus,150145330,150218416,
1124,ANP32E,1,150218417,150236133,long,gene,minus,150160066,150257257,
1125,CA14,1,150257258,150265862,long,gene,plus,150236134,150270316,True
1126,APH1A,1,150265404,150282179,long,gene,minus,150236134,150282553,True
1127,C1orf54,1,150270317,150280927,long,gene,plus,150265863,150282553,True
1128,CIART,1,150282554,150287093,long,gene,plus,150282180,150293841,
1129,MRPS21,1,150293842,150308979,long,gene,plus,150287094,150321467,
1130,PRPF3,1,150321468,150353233,long,gene,plus,150308980,150364146,
1131,RPRD2,1,150364147,150476566,long,gene,plus,150353234,150487410,
1132,TARS2,1,150487411,150507609,long,gene,plus,150476567,150508108,
1133,ECM1,1,150508109,150513789,long,gene,plus,150507610,150549377,
1134,ADAMTSL4,1,150549378,150560937,long,gene,plus,150513790,150574557,
1135,MCL1,1,150574558,150579610,long,gene,minus,150560938,150621245,
1136,ENSA,1,150621246,150629612,long,gene,minus,150579611,150646229,
1137,GOLPH3L,1,150646230,150697154,long,gene,minus,150629613,150698059,
1138,HORMAD1,1,150698060,150720910,long,gene,minus,150697155,150730187,
1139,CTSS,1,150730188,150765778,long,gene,minus,150720911,150796207,
1140,CTSK,1,150796208,150808260,long,gene,minus,150765779,150809712,
1141,ARNT,1,150809713,150876737,long,gene,minus,150808261,150887252,
1142,CTXND2,1,150887253,150913292,long,gene,plus,150876738,150926262,
1143,SETDB1,1,150926263,150964737,long,gene,plus,150913293,150965183,
1144,CERS2,1,150965184,150974835,long,gene,minus,150964738,150982285,
1145,ANXA9,1,150982286,150996063,long,gene,plus,150974836,150996535,
1146,MINDY1,1,150996536,151008393,long,gene,minus,150996064,151008404,
1147,PRUNE1,1,151008405,151035713,long,gene,plus,151008394,151036320,
1148,BNIPL,1,151036321,151047720,long,gene,plus,151035714,151047750,
1149,C1orf56,1,151047751,151051420,long,gene,plus,151047721,151060396,True
1150,CDC42SE1,1,151050980,151059626,long,gene,minus,151047721,151060396,True
1151,MLLT11,1,151060397,151069544,long,gene,plus,151059627,151070179,
1152,GABPB2,1,151070180,151125542,long,gene,plus,151069545,151131706,
1153,SEMA6C,1,151131707,151148408,long,gene,minus,151125543,151148495,
1154,LYSMD1,1,151148496,151165902,long,gene,minus,151148409,151166143,True
1155,TNFAIP8L2,1,151156649,151159749,long,gene,plus,151148409,151166143,True
1156,TNFAIP8L2-SCNM1,1,151156649,151170296,long,gene,plus,151148409,151176303,True
1157,SCNM1,1,151166144,151170296,long,gene,plus,151165903,151176303,True
1158,TMOD4,1,151169986,151175981,long,gene,minus,151165903,151176303,True
1159,VPS72,1,151176304,151190210,long,gene,minus,151175982,151197953,
1160,PIP5K1A,1,151197954,151249536,long,gene,plus,151190211,151254733,
1161,PSMD4,1,151254734,151267479,long,gene,plus,151249537,151281521,
1162,ZNF687,1,151281522,151292176,long,gene,plus,151267480,151340639,True
1163,PI4KB,1,151291797,151327715,long,gene,minus,151267480,151340639,True
1164,RFX5,1,151340640,151347319,long,gene,minus,151327716,151364303,
1165,SELENBP1,1,151364304,151372725,long,gene,minus,151347320,151399572,
1166,PSMB4,1,151399573,151401937,long,gene,plus,151372726,151402723,
1167,POGZ,1,151402724,151459494,long,gene,minus,151401938,151510857,
1168,CGN,1,151510858,151538692,long,gene,plus,151459495,151540293,
1169,TUFT1,1,151540294,151583583,long,gene,plus,151538693,151612026,
1170,SNX27,1,151612027,151699080,long,gene,plus,151583584,151700057,
1171,CELF3,1,151700058,151716803,long,gene,minus,151699081,151721521,
1172,RIIAD1,1,151721522,151729805,long,gene,plus,151716804,151759646,
1173,MRPL9,1,151759647,151763496,long,gene,minus,151729806,151769432,True
1174,OAZ3,1,151762969,151771330,long,gene,plus,151729806,151800263,True
1175,TDRKH,1,151769433,151790534,long,gene,minus,151763497,151800263,True
