# Updated on: July 06, 2021
gene,chr,start,end,arm,type,strand
PIP5K1A,1,151197954,151249536,long,gene,plus
PSMD4,1,151254734,151267479,long,gene,plus
ZNF687,1,151281522,151292176,long,gene,plus
PI4KB,1,151327715,151291797,long,gene,minus
RFX5,1,151347319,151340640,long,gene,minus
SELENBP1,1,151372725,151364304,long,gene,minus
PSMB4,1,151399573,151401937,long,gene,plus
POGZ,1,151459494,151402724,long,gene,minus
CGN,1,151510858,151538692,long,gene,plus
TUFT1,1,151540294,151583583,long,gene,plus
SNX27,1,151612027,151699080,long,gene,plus
CELF3,1,151716803,151700058,long,gene,minus
RIIAD1,1,151721522,151729805,long,gene,plus
OAZ3,1,151762969,151771330,long,gene,plus
MRPL9,1,151763496,151759647,long,gene,minus
TDRKH,1,151790534,151769433,long,gene,minus
LINGO4,1,151805419,151800264,long,gene,minus
RORC,1,151832451,151806071,long,gene,minus
C2CD4D,1,151840557,151837818,long,gene,minus
THEM5,1,151853712,151847101,long,gene,minus
THEM4,1,151909511,151870866,long,gene,minus
S100A10,1,151993859,151982915,long,gene,minus
S100A11,1,152037004,152032506,long,gene,minus
LOC100131107,1,152080924,152079413,long,gene,minus
TCHHL1,1,152089064,152084141,long,gene,minus
TCHH,1,152115444,152106317,long,gene,minus
RPTN,1,152159228,152153595,long,gene,minus
HRNR,1,152224193,152212076,long,gene,minus
FLG,1,152325239,152302165,long,gene,minus
FLG2,1,152360028,152348735,long,gene,minus
CRNN,1,152414263,152409243,long,gene,minus
LCE5A,1,152510803,152512177,long,gene,plus
CRCT1,1,152514482,152516010,long,gene,plus
LCE3E,1,152566780,152565654,long,gene,minus
LCE3D,1,152580516,152579381,long,gene,minus
LCE3C,1,152600234,152601086,long,gene,plus
LCE3B,1,152613811,152614098,long,gene,plus
LCE3A,1,152623103,152622834,long,gene,minus
LCE2D,1,152663380,152664659,long,gene,plus
LCE2C,1,152675279,152676569,long,gene,plus
LCE2B,1,152686123,152687397,long,gene,plus
LCE2A,1,152698345,152699442,long,gene,plus
LCE4A,1,152708160,152709434,long,gene,plus
C1orf68,1,152719522,152720470,long,gene,plus
KPRP,1,152758025,152762053,long,gene,plus
LCE1F,1,152775140,152777024,long,gene,plus
LCE1E,1,152786257,152788426,long,gene,plus
LCE1D,1,152796721,152798181,long,gene,plus
LCE1C,1,152806651,152804832,long,gene,minus
LCE1B,1,152811971,152813108,long,gene,plus
LCE1A,1,152827473,152828097,long,gene,plus
LCE6A,1,152842830,152844211,long,gene,plus
SMCP,1,152878322,152885047,long,gene,plus
IVL,1,152908546,152911886,long,gene,plus
SPRR4,1,152968755,152972602,long,gene,plus
SPRR1A,1,152984081,152985814,long,gene,plus
SPRR3,1,153001749,153003856,long,gene,plus
SPRR1B,1,153031203,153032900,long,gene,plus
SPRR2D,1,153041120,153039732,long,gene,minus
SPRR2A,1,153057512,153056120,long,gene,minus
SPRR2B,1,153071611,153070226,long,gene,minus
SPRR2E,1,153094526,153093135,long,gene,minus
SPRR2F,1,153119468,153112121,long,gene,minus
SPRR2G,1,153195377,153149582,long,gene,minus
LELP1,1,153203430,153205120,long,gene,plus
PRR9,1,153217584,153219310,long,gene,plus
LORICRIN,1,153259635,153262125,long,gene,plus
PGLYRP3,1,153312975,153297116,long,gene,minus
PGLYRP4,1,153348844,153327410,long,gene,minus
S100A9,1,153357854,153361023,long,gene,plus
S100A12,1,153375621,153373711,long,gene,minus
S100A7A,1,153416520,153423222,long,gene,plus
S100A8,1,153422583,153390032,long,gene,minus
S100A7,1,153460651,153457744,long,gene,minus
S100A6,1,153536049,153534599,long,gene,minus
S100A5,1,153543514,153537114,long,gene,minus
S100A4,1,153545806,153543621,long,gene,minus
S100A3,1,153549258,153547329,long,gene,minus
S100A2,1,153565844,153561108,long,gene,minus
S100A16,1,153613137,153606883,long,gene,minus
S100A14,1,153616917,153614255,long,gene,minus
S100A1,1,153628434,153632039,long,gene,plus
CHTOP,1,153634066,153646306,long,gene,plus
S100A13,1,153634361,153618799,long,gene,minus
SNAPIN,1,153658654,153661852,long,gene,plus
ILF2,1,153670993,153661788,long,gene,minus
NPR1,1,153678649,153693992,long,gene,plus
INTS3,1,153728050,153774808,long,gene,plus
SLC27A3,1,153775407,153780157,long,gene,plus
GATAD2B,1,153923953,153804725,long,gene,minus
DENND4B,1,153946718,153929501,long,gene,minus
CRTC2,1,153958643,153947675,long,gene,minus
CREB3L4,1,153967487,153974364,long,gene,plus
SLC39A1,1,153968184,153959110,long,gene,minus
JTB,1,153977674,153974269,long,gene,minus
RAB13,1,153990644,153981650,long,gene,minus
RPS27,1,153990762,153992155,long,gene,plus
NUP210L,1,154155116,153992582,long,gene,minus
TPM3,1,154192100,154155308,long,gene,minus
C1orf189,1,154206333,154199085,long,gene,minus
UBAP2L,1,154220172,154271510,long,gene,plus
C1orf43,1,154220590,154206720,long,gene,minus
HAX1,1,154272629,154275875,long,gene,plus
AQP10,1,154321059,154325325,long,gene,plus
ATP8B2,1,154325525,154351304,long,gene,plus
IL6R,1,154405343,154469450,long,gene,plus
TDRD10,1,154502219,154548147,long,gene,plus
SHE,1,154502560,154467195,long,gene,minus
UBE2Q1,1,154558662,154548577,long,gene,minus
CHRNB2,1,154567778,154584708,long,gene,plus
ADAR,1,154627997,154582057,long,gene,minus
KCNN3,1,154870281,154697455,long,gene,minus
PMVK,1,154942658,154924740,long,gene,minus
PBXIP1,1,154956099,154944080,long,gene,minus
PYGO2,1,154961782,154957026,long,gene,minus
SHC1,1,154974492,154962298,long,gene,minus
CKS1B,1,154974681,154979251,long,gene,plus
FLAD1,1,154983344,154993111,long,gene,plus
LENEP,1,154993586,154994321,long,gene,plus
ZBTB7B,1,155002628,155018523,long,gene,plus
DCST2,1,155033781,155018513,long,gene,minus
DCST1,1,155033806,155050930,long,gene,plus
ADAM15,1,155051316,155062775,long,gene,plus
EFNA4,1,155063740,155069553,long,gene,plus
EFNA3,1,155078837,155087538,long,gene,plus
EFNA1,1,155127876,155134899,long,gene,plus
SLC50A1,1,155135375,155138853,long,gene,plus
DPM3,1,155140573,155139891,long,gene,minus
KRTCAP2,1,155173304,155169408,long,gene,minus
TRIM46,1,155173381,155184971,long,gene,plus
MUC1,1,155192915,155185824,long,gene,minus
MTX1,1,155208695,155213839,long,gene,plus
THBS3,1,155209180,155195588,long,gene,minus
GBA,1,155244627,155234452,long,gene,minus
FAM189B,1,155255892,155247205,long,gene,minus
SCAMP3,1,155262360,155255981,long,gene,minus
CLK2,1,155273504,155262868,long,gene,minus
HCN3,1,155277427,155289848,long,gene,plus
PKLR,1,155301438,155289293,long,gene,minus
FDPS,1,155308801,155320665,long,gene,plus
RUSC1,1,155320894,155331118,long,gene,plus
ASH1L,1,155563160,155335263,long,gene,minus
MSTO1,1,155610170,155614967,long,gene,plus
DAP3,1,155687902,155739010,long,gene,plus
YY1AP1,1,155688996,155659442,long,gene,minus
GON4L,1,155859431,155749659,long,gene,minus
SYT11,1,155859502,155885199,long,gene,plus
RIT1,1,155911349,155897808,long,gene,minus
KHDC4,1,155934413,155913045,long,gene,minus
RXFP4,1,155941638,155943087,long,gene,plus
ARHGEF2,1,155991262,155946851,long,gene,minus
SSR2,1,156020951,156009048,long,gene,minus
UBQLN4,1,156053798,156033129,long,gene,minus
LAMTOR2,1,156054782,156058506,long,gene,plus
RAB25,1,156061160,156070504,long,gene,plus
MEX3A,1,156082465,156072013,long,gene,minus
LMNA,1,156082573,156140081,long,gene,plus
SEMA4A,1,156149672,156177746,long,gene,plus
SLC25A44,1,156194089,156212796,long,gene,plus
PMF1-BGLAP,1,156212988,156243332,long,gene,plus
PMF1,1,156213007,156240042,long,gene,plus
BGLAP,1,156242184,156243317,long,gene,plus
PAQR6,1,156248522,156243320,long,gene,minus
TMEM79,1,156282932,156292443,long,gene,plus
SMG5,1,156291516,156249224,long,gene,minus
GLMP,1,156295689,156292688,long,gene,minus
VHLL,1,156299307,156298624,long,gene,minus
TSACC,1,156337314,156346995,long,gene,plus
CCT3,1,156338292,156308968,long,gene,minus
RHBG,1,156366044,156385219,long,gene,plus
MEF2D,1,156500840,156463727,long,gene,minus
IQGAP3,1,156572605,156525405,long,gene,minus
TTC24,1,156579723,156587719,long,gene,plus
NAXE,1,156591776,156599818,long,gene,plus
GPATCH4,1,156601479,156594301,long,gene,minus
HAPLN2,1,156601504,156626608,long,gene,plus
BCAN,1,156642117,156659528,long,gene,plus
NES,1,156677407,156668763,long,gene,minus
CRABP2,1,156705784,156699606,long,gene,minus
METTL25B,1,156728469,156736960,long,gene,plus
ISG20L2,1,156728766,156721891,long,gene,minus
MRPL24,1,156741267,156737303,long,gene,minus
HDGF,1,156752448,156742107,long,gene,minus
PRCC,1,156767535,156800815,long,gene,plus
NTRK1,1,156815750,156881850,long,gene,plus
SH2D2A,1,156816853,156806238,long,gene,minus
INSRR,1,156859117,156840063,long,gene,minus
PEAR1,1,156893697,156916429,long,gene,plus
LRRC71,1,156920608,156941240,long,gene,plus
ARHGEF11,1,157046903,156934840,long,gene,minus
ETV3L,1,157112832,157092043,long,gene,minus
ETV3,1,157138575,157121191,long,gene,minus
FCRL5,1,157552533,157513377,long,gene,minus
FCRL4,1,157598085,157573747,long,gene,minus
FCRL3,1,157700985,157676481,long,gene,minus
FCRL2,1,157777472,157745733,long,gene,minus
FCRL1,1,157820134,157792249,long,gene,minus
CD5L,1,157841844,157827068,long,gene,minus
KIRREL1,1,157993613,158100262,long,gene,plus
CD1D,1,158178030,158186427,long,gene,plus
CD1A,1,158248336,158258269,long,gene,plus
CD1C,1,158289887,158294774,long,gene,plus
CD1B,1,158331531,158285406,long,gene,minus
CD1E,1,158353123,158357554,long,gene,plus
OR10T2,1,158399466,158398522,long,gene,minus
OR10K2,1,158426237,158418210,long,gene,minus
OR10K1,1,158461834,158467458,long,gene,plus
OR10R2,1,158479878,158480885,long,gene,plus
OR6Y1,1,158554405,158544550,long,gene,minus
OR6P1,1,158570580,158560606,long,gene,minus
OR10X1,1,158579899,158578919,long,gene,minus
OR10Z1,1,158605268,158612514,long,gene,plus
SPTA1,1,158686715,158610498,long,gene,minus
OR6K2,1,158700652,158699678,long,gene,minus
OR6K3,1,158720720,158716327,long,gene,minus
OR6K6,1,158754816,158755847,long,gene,plus
OR6N2,1,158781204,158774222,long,gene,minus
MNDA,1,158831351,158849502,long,gene,plus
OR6N1,1,158840979,158764214,long,gene,minus
PYHIN1,1,158931547,158990909,long,gene,plus
IFI16,1,158999976,159055151,long,gene,plus
PYDC5,1,159000312,158999971,long,gene,minus
AIM2,1,159132351,159059226,long,gene,minus
CADM3,1,159171592,159203313,long,gene,plus
ACKR1,1,159204875,159206500,long,gene,plus
FCER1A,1,159283575,159308202,long,gene,plus
OR10J1,1,159397465,159440967,long,gene,plus
OR10J5,1,159536007,159535078,long,gene,minus
APCS,1,159587826,159588865,long,gene,plus
CRP,1,159714589,159712289,long,gene,minus
DUSP23,1,159780962,159782543,long,gene,plus
FCRL6,1,159800506,159816257,long,gene,plus
SLAMF8,1,159826689,159837497,long,gene,plus
VSIG8,1,159862657,159854316,long,gene,minus
CFAP45,1,159900165,159872364,long,gene,minus
TAGLN2,1,159925507,159918111,long,gene,minus
IGSF9,1,159945661,159927041,long,gene,minus
SLAMF9,1,159984730,159951492,long,gene,minus
PIGM,1,160031990,160024953,long,gene,minus
KCNJ10,1,160070160,160037467,long,gene,minus
KCNJ9,1,160081538,160090563,long,gene,plus
IGSF8,1,160099442,160091339,long,gene,minus
ATP1A2,1,160115759,160143591,long,gene,plus
ATP1A4,1,160151603,160186980,long,gene,plus
CASQ1,1,160190575,160201886,long,gene,plus
PEA15,1,160205384,160215376,long,gene,plus
DCAF8,1,160262549,160215720,long,gene,minus
PEX19,1,160285151,160276807,long,gene,minus
COPA,1,160343250,160288594,long,gene,minus
NCSTN,1,160343328,160358949,long,gene,plus
NHLH1,1,160367071,160372846,long,gene,plus
VANGL2,1,160400564,160428674,long,gene,plus
SLAMF6,1,160523263,160485030,long,gene,minus
CD84,1,160579515,160541098,long,gene,minus
SLAMF1,1,160647281,160608106,long,gene,minus
CD48,1,160711836,160678746,long,gene,minus
SLAMF7,1,160739057,160754821,long,gene,plus
LY9,1,160796112,160828256,long,gene,plus
CD244,1,160862892,160830160,long,gene,minus
ITLN1,1,160885180,160876540,long,gene,minus
ITLN2,1,160957378,160945020,long,gene,minus
F11R,1,161021152,160995211,long,gene,minus
TSTD1,1,161038964,161037631,long,gene,minus
USF1,1,161045977,161039251,long,gene,minus
ARHGAP30,1,161069971,161046942,long,gene,minus
NECTIN4,1,161089566,161070998,long,gene,minus
KLHDC9,1,161098361,161100346,long,gene,plus
PFDN2,1,161118043,161100556,long,gene,minus
NIT1,1,161118092,161125446,long,gene,plus
UFC1,1,161132703,161158856,long,gene,plus
DEDD,1,161132783,161120974,long,gene,minus
USP21,1,161159487,161165752,long,gene,plus
PPOX,1,161165824,161178277,long,gene,plus
B4GALT3,1,161185007,161171310,long,gene,minus
NDUFS2,1,161197417,161214395,long,gene,plus
ADAMTS4,1,161202339,161184302,long,gene,minus
FCER1G,1,161215295,161219245,long,gene,plus
APOA2,1,161223628,161222292,long,gene,minus
TOMM40L,1,161225943,161230746,long,gene,plus
NR1I3,1,161238623,161229666,long,gene,minus
PCP4L1,1,161258734,161285450,long,gene,plus
MPZ,1,161309969,161303594,long,gene,minus
SDHC,1,161314381,161375340,long,gene,plus
CFAP126,1,161367876,161364733,long,gene,minus
FCGR2A,1,161505430,161524048,long,gene,plus
HSPA6,1,161524540,161526894,long,gene,plus
FCGR3A,1,161550737,161541759,long,gene,minus
FCGR3B,1,161631963,161623196,long,gene,minus
FCGR2B,1,161647243,161678654,long,gene,plus
FCRLA,1,161707022,161714352,long,gene,plus
FCRLB,1,161721544,161728143,long,gene,plus
DUSP12,1,161749786,161757238,long,gene,plus
ATF6,1,161766320,161964070,long,gene,plus
OLFML2B,1,162023869,161983192,long,gene,minus
NOS1AP,1,162069691,162370475,long,gene,plus
SPATA46,1,162376962,162373203,long,gene,minus
C1orf226,1,162378841,162386812,long,gene,plus
SH2D1B,1,162412136,162395268,long,gene,minus
UHMK1,1,162497174,162529631,long,gene,plus
UAP1,1,162561531,162599837,long,gene,plus
DDR2,1,162630863,162787405,long,gene,plus
HSD17B7,1,162790702,162812823,long,gene,plus
CCDC190,1,162868918,162851020,long,gene,minus
RGS4,1,163068871,163076802,long,gene,plus
RGS5,1,163321735,163142299,long,gene,minus
NUF2,1,163321948,163355764,long,gene,plus
PBX1,1,164559184,164886047,long,gene,plus
LMX1A,1,165356715,165201867,long,gene,minus
RXRG,1,165445126,165400922,long,gene,minus
LRRC52,1,165544000,165563957,long,gene,plus
MGST3,1,165631234,165656136,long,gene,plus
ALDH9A1,1,165698562,165662216,long,gene,minus
TMCO1,1,165768922,165724291,long,gene,minus
UCK2,1,165827614,165911618,long,gene,plus
FAM78B,1,166167001,166055918,long,gene,minus
POGK,1,166839447,166856359,long,gene,plus
TADA1,1,166876264,166856510,long,gene,minus
MAEL,1,166921121,167022214,long,gene,plus
ILDR2,1,166975540,166908187,long,gene,minus
GPA33,1,167090392,167052836,long,gene,minus
STYXL2,1,167094048,167129165,long,gene,plus
POU2F1,1,167220878,167427345,long,gene,plus
CD247,1,167518542,167430640,long,gene,minus
CREG1,1,167553762,167541013,long,gene,minus
RCSD1,1,167630232,167708696,long,gene,plus
MPZL1,1,167721982,167791919,long,gene,plus
ADCY10,1,167916389,167809080,long,gene,minus
DCAF6,1,167936239,168075836,long,gene,plus
MPC2,1,167937072,167916675,long,gene,minus
GPR161,1,168137667,168079542,long,gene,minus
TIPRL,1,168178962,168202109,long,gene,plus
SFT2D2,1,168226004,168253021,long,gene,plus
TBX19,1,168280877,168314426,long,gene,plus
XCL2,1,168543997,168540768,long,gene,minus
XCL1,1,168574128,168582069,long,gene,plus
DPT,1,168729206,168695468,long,gene,minus
ATP1B1,1,169106690,169132719,long,gene,plus
NME7,1,169367797,169132531,long,gene,minus
BLZF1,1,169368195,169396575,long,gene,plus
CCDC181,1,169462221,169394870,long,gene,minus
SLC19A2,1,169485970,169463909,long,gene,minus
F5,1,169586630,169511951,long,gene,minus
SELP,1,169630125,169588849,long,gene,minus
SELL,1,169711620,169690667,long,gene,minus
SELE,1,169734079,169722640,long,gene,minus
C1orf112,1,169794730,169854080,long,gene,plus
METTL18,1,169794907,169792524,long,gene,minus
SCYL3,1,169894267,169849631,long,gene,minus
KIFAP3,1,170085203,169921326,long,gene,minus
NTMT2,1,170145959,170168866,long,gene,plus
GORAB,1,170532134,170553834,long,gene,plus
PRRX1,1,170662728,170739421,long,gene,plus
MROH9,1,170935471,171066341,long,gene,plus
FMO3,1,171090873,171117819,long,gene,plus
FMO2,1,171185208,171212686,long,gene,plus
FMO1,1,171248473,171285978,long,gene,plus
FMO4,1,171314131,171342084,long,gene,plus
PRRC2C,1,171485496,171593511,long,gene,plus
MYOCOS,1,171619763,171626888,long,gene,plus
MYOC,1,171652688,171635417,long,gene,minus
VAMP4,1,171742844,171700160,long,gene,minus
METTL13,1,171781660,171797716,long,gene,plus
DNM3,1,171841495,172418466,long,gene,plus
C1orf105,1,172418560,172468829,long,gene,plus
PIGC,1,172444069,172441457,long,gene,minus
SUCO,1,172532349,172611833,long,gene,plus
FASLG,1,172659103,172666876,long,gene,plus
TNFSF18,1,173050941,173039202,long,gene,minus
TNFSF4,1,173462208,173183729,long,gene,minus
PRDX6,1,173477335,173488815,long,gene,plus
TEX50,1,173603003,173637130,long,gene,plus
SLC9C2,1,173603072,173500460,long,gene,minus
ANKRD45,1,173705430,173608336,long,gene,minus
KLHL20,1,173714912,173786826,long,gene,plus
DARS2,1,173824673,173858546,long,gene,plus
CENPL,1,173824883,173799550,long,gene,minus
ZBTB37,1,173868082,173903547,long,gene,plus
SERPINC1,1,173917327,173903800,long,gene,minus
RC3H1,1,174022357,173931084,long,gene,minus
RABGAP1L,1,174159414,174995308,long,gene,plus
GPR52,1,174447964,174449545,long,gene,plus
CACYBP,1,174999435,175012027,long,gene,plus
MRPS14,1,175023425,175012958,long,gene,minus
TNN,1,175067833,175148075,long,gene,plus
KIAA0040,1,175193295,175156986,long,gene,minus
TNR,1,175743702,175315194,long,gene,minus
COP1,1,176209087,175944831,long,gene,minus
PAPPA2,1,176463159,176845601,long,gene,plus
ASTN1,1,177164854,176855117,long,gene,minus
BRINP2,1,177170890,177282422,long,gene,plus
SEC16B,1,177984284,177928788,long,gene,minus
CRYZL2P-SEC16B,1,178037976,177928788,long,gene,minus
RASAL2,1,178093729,178478879,long,gene,plus
CLEC20A,1,178499623,178478153,long,gene,minus
TEX35,1,178513109,178523510,long,gene,plus
RALGPS2,1,178725233,178921842,long,gene,plus
ANGPTL1,1,178871077,178849535,long,gene,minus
FAM20B,1,179025804,179076567,long,gene,plus
TOR3A,1,179082070,179095996,long,gene,plus
ABL2,1,179229693,179099330,long,gene,minus
SOAT1,1,179293719,179358680,long,gene,plus
AXDND1,1,179365704,179554735,long,gene,plus
NPHS2,1,179575987,179550539,long,gene,minus
TDRD5,1,179591613,179691272,long,gene,plus
FAM163A,1,179727763,179816198,long,gene,plus
TOR1AIP2,1,179877803,179839976,long,gene,minus
TOR1AIP1,1,179882285,179920076,long,gene,plus
CEP350,1,179954773,180114875,long,gene,plus
QSOX1,1,180154869,180204030,long,gene,plus
LHX4,1,180228372,180278984,long,gene,plus
ACBD6,1,180502577,180269663,long,gene,minus
XPR1,1,180632022,180890279,long,gene,plus
KIAA1614,1,180912897,180951614,long,gene,plus
STX6,1,181022917,180972725,long,gene,minus
MR1,1,181033387,181061938,long,gene,plus
IER5,1,181088700,181092900,long,gene,plus
CACNA1E,1,181317712,181808084,long,gene,plus
ZNF648,1,182081725,182053740,long,gene,minus
GLUL,1,182391790,182378098,long,gene,minus
TEDDM1,1,182400667,182398117,long,gene,minus
RGSL1,1,182447876,182560597,long,gene,plus
RNASEL,1,182589285,182573634,long,gene,minus
RGS16,1,182604389,182598623,long,gene,minus
RGS8,1,182753293,182641814,long,gene,minus
NPL,1,182789773,182830384,long,gene,plus
DHX9,1,182839347,182887982,long,gene,plus
SHCBP1L,1,182953166,182899865,long,gene,minus
LAMC1,1,183023420,183145592,long,gene,plus
LAMC2,1,183186264,183245127,long,gene,plus
NMNAT2,1,183418380,183248237,long,gene,minus
SMG7,1,183471993,183554193,long,gene,plus
NCF2,1,183590914,183555562,long,gene,minus
ARPC5,1,183635783,183620846,long,gene,minus
RGL1,1,183636094,183928532,long,gene,plus
APOBEC4,1,183653316,183646275,long,gene,minus
COLGALT2,1,184037728,183929662,long,gene,minus
TSEN15,1,184051730,184097485,long,gene,plus
C1orf21,1,184387029,184629019,long,gene,plus
EDEM3,1,184754907,184690237,long,gene,minus
NIBAN1,1,184974508,184791032,long,gene,minus
RNF2,1,185045430,185102603,long,gene,plus
SWT1,1,185157060,185291781,long,gene,plus
TRMT1L,1,185157098,185118101,long,gene,minus
IVNS1ABP,1,185317292,185292367,long,gene,minus
HMCN1,1,185734391,186190949,long,gene,plus
PRG4,1,186296273,186314567,long,gene,plus
TPR,1,186375253,186311652,long,gene,minus
ODR4,1,186375762,186421375,long,gene,plus
PDC,1,186461114,186443566,long,gene,minus
PTGS2,1,186680423,186671791,long,gene,minus
PLA2G4A,1,186828949,186988981,long,gene,plus
BRINP3,1,190477997,190097658,long,gene,minus
RGS18,1,192158462,192187172,long,gene,plus
RGS21,1,192316992,192367285,long,gene,plus
RGS1,1,192575773,192580024,long,gene,plus
RGS13,1,192636147,192660311,long,gene,plus
RGS2,1,192809039,192812275,long,gene,plus
RO60,1,193059454,193091777,long,gene,plus
UCHL5,1,193060140,193012254,long,gene,minus
GLRX2,1,193106114,193096465,long,gene,minus
CDC73,1,193122031,193254815,long,gene,plus
B3GALT2,1,193186613,193178730,long,gene,minus
KCNT2,1,196608560,196225779,long,gene,minus
CFH,1,196652033,196747504,long,gene,plus
CFHR3,1,196774816,196795407,long,gene,plus
CFHR1,1,196819731,196832189,long,gene,plus
CFHR4,1,196888051,196918911,long,gene,plus
CFHR2,1,196943738,196959622,long,gene,plus
CFHR5,1,196975022,197009725,long,gene,plus
F13B,1,197067264,197038741,long,gene,minus
ASPM,1,197146669,197084127,long,gene,minus
ZBTB41,1,197201390,197153682,long,gene,minus
CRB1,1,197201504,197478455,long,gene,plus
DENND1B,1,197782138,197504748,long,gene,minus
C1orf53,1,197902630,197907362,long,gene,plus
LHX9,1,197912464,197935478,long,gene,plus
NEK7,1,198156998,198322420,long,gene,plus
ATP6V1G3,1,198540945,198523222,long,gene,minus
PTPRC,1,198639025,198757476,long,gene,plus
NR5A2,1,200027710,200177415,long,gene,plus
ZNF281,1,200410036,200404951,long,gene,minus
KIF14,1,200620791,200551497,long,gene,minus
DDX59,1,200669969,200640805,long,gene,minus
CAMSAP2,1,200738893,200860707,long,gene,plus
GPR25,1,200872981,200874178,long,gene,plus
INAVA,1,200891074,200915742,long,gene,plus
KIF21B,1,201023714,200969390,long,gene,minus
CACNA1S,1,201112453,201039509,long,gene,minus
ASCL5,1,201127184,201113943,long,gene,minus
TMEM9,1,201171625,201134772,long,gene,minus
IGFN1,1,201190780,201228952,long,gene,plus
PKP1,1,201283506,201332989,long,gene,plus
TNNT2,1,201377828,201359014,long,gene,minus
LAD1,1,201399324,201380833,long,gene,minus
TNNI1,1,201421730,201403784,long,gene,minus
PHLDA3,1,201469188,201464278,long,gene,minus
CSRP1,1,201507123,201483530,long,gene,minus
NAV1,1,201539127,201826969,long,gene,plus
IPO9,1,201829157,201884291,long,gene,plus
SHISA4,1,201888677,201892587,long,gene,plus
LMOD1,1,201946548,201896456,long,gene,minus
TIMM17A,1,201955503,201970664,long,gene,plus
RNPEP,1,201982648,202006143,long,gene,plus
ELF3,1,202010583,202017183,long,gene,plus
GPR37L1,1,202118669,202133592,long,gene,plus
ARL8A,1,202144737,202133404,long,gene,minus
PTPN7,1,202161588,202147012,long,gene,minus
LGR6,1,202193799,202319761,long,gene,plus
UBE2T,1,202341936,202331657,long,gene,minus
PPP1R12B,1,202348699,202592702,long,gene,plus
SYT2,1,202710454,202590596,long,gene,minus
KDM5B,1,202809470,202724495,long,gene,minus
RABIF,1,202889149,202878282,long,gene,minus
KLHL12,1,202928628,202891116,long,gene,minus
ADIPOR1,1,202958572,202940825,long,gene,minus
CYB5R1,1,202967257,202961873,long,gene,minus
TMEM183A,1,203007374,203024848,long,gene,plus
PPFIA4,1,203026491,203078736,long,gene,plus
MYOG,1,203086012,203083129,long,gene,minus
ADORA1,1,203127705,203167405,long,gene,plus
MYBPH,1,203175826,203167811,long,gene,minus
CHI3L1,1,203186704,203178931,long,gene,minus
CHIT1,1,203229673,203216079,long,gene,minus
BTG2,1,203305519,203309602,long,gene,plus
FMOD,1,203351122,203340628,long,gene,minus
PRELP,1,203475806,203491352,long,gene,plus
OPTC,1,203494153,203508949,long,gene,plus
ATP2B4,1,203626832,203744081,long,gene,plus
LAX1,1,203765132,203778175,long,gene,plus
ZC3H11A,1,203795623,203854126,long,gene,plus
ZBED6,1,203797523,203801074,long,gene,plus
SNRPE,1,203861599,203871152,long,gene,plus
SOX13,1,204073096,204127743,long,gene,plus
ETNK2,1,204152044,204131062,long,gene,minus
REN,1,204166337,204154819,long,gene,minus
KISS1,1,204196491,204190341,long,gene,minus
GOLT1A,1,204214092,204198158,long,gene,minus
PLEKHA6,1,204378377,204218853,long,gene,minus
PPP1R15B,1,204412454,204398684,long,gene,minus
PIK3C2B,1,204494815,204422633,long,gene,minus
MDM4,1,204516377,204558120,long,gene,plus
LRRN2,1,204685836,204617170,long,gene,minus
NFASC,1,204828652,205022822,long,gene,plus
CNTN2,1,205042937,205078289,long,gene,plus
TMEM81,1,205084460,205083129,long,gene,minus
RBBP5,1,205122015,205086142,long,gene,minus
DSTYK,1,205211702,205142497,long,gene,minus
TMCC2,1,205227946,205273343,long,gene,plus
NUAK2,1,205321745,205302059,long,gene,minus
KLHDC8A,1,205357039,205336061,long,gene,minus
LEMD1,1,205449956,205381378,long,gene,minus
CDK18,1,205504593,205532793,long,gene,plus
MFSD4A,1,205569014,205602918,long,gene,plus
ELK4,1,205632872,205607943,long,gene,minus
SLC45A3,1,205680509,205657851,long,gene,minus
NUCKS1,1,205750220,205712822,long,gene,minus
RAB29,1,205775487,205767986,long,gene,minus
SLC41A1,1,205813759,205789095,long,gene,minus
PM20D1,1,205850132,205828025,long,gene,minus
SLC26A9,1,205943472,205913048,long,gene,minus
RAB7B,1,206003470,205976740,long,gene,minus
CTSE,1,206023899,206009264,long,gene,minus
RHEX,1,206053173,206102449,long,gene,plus
AVPR1B,1,206117388,206106936,long,gene,minus
SRGAP2,1,206203541,206464436,long,gene,plus
FAM72A,1,206205773,206186179,long,gene,minus
IKBKE,1,206470243,206496890,long,gene,plus
RASSF5,1,206507531,206589448,long,gene,plus
EIF2D,1,206612466,206572484,long,gene,minus
DYRK3,1,206635536,206655158,long,gene,plus
MAPKAPK2,1,206684905,206734283,long,gene,plus
IL19,1,206770773,206842981,long,gene,plus
IL10,1,206772494,206767602,long,gene,minus
IL20,1,206863565,206869223,long,gene,plus
IL24,1,206897404,206904139,long,gene,plus
FCMR,1,206922001,206903282,long,gene,minus
PIGR,1,206946466,206928522,long,gene,minus
FCAMR,1,206970657,206957955,long,gene,minus
C1orf116,1,207032761,207018521,long,gene,minus
PFKFB2,1,207053063,207081027,long,gene,plus
YOD1,1,207053116,207043849,long,gene,minus
C4BPB,1,207088795,207099993,long,gene,plus
C4BPA,1,207104232,207144972,long,gene,plus
CD55,1,207321674,207360966,long,gene,plus
CR2,1,207454328,207489892,long,gene,plus
CR1,1,207496157,207641765,long,gene,plus
